"Report Name: Client Center Import Report"
"Report Time: April 2015,April 2015"
"Time Zone: (GMT-05:00) Eastern Time (US & Canada)"
"Last Completed Available Day: 5/1/2015 9:00:00 AM (GMT)"
"Last Completed Available Hour: 5/1/2015 9:00:00 AM (GMT)"
"Report Aggregation: Month"
"Report Filter: "
"Rows: 606"

"Month","Campaign ID","Campaign name","Keyword","Clicks","Impressions","Avg. position","Average CPC","Spend","CTR (%)"
"April 2015","3139212","Rock Solid Countertops","fort myers granite countertops","1","1","1.00","1.07","1.07","100.00"
"April 2015","3139212","Rock Solid Countertops","granite countertop sale","0","1","3.00","0.00","0.00","0.00"
"April 2015","3139212","Rock Solid Countertops","granite countertops","11","206","1.10","1.66","18.25","5.34"
"April 2015","3139212","Rock Solid Countertops","granite+countertops","18","399","2.16","1.31","23.55","4.51"
"April 2015","3139212","Rock Solid Countertops","granite+countertops+bathrooms","54","637","1.50","1.45","78.35","8.48"
"April 2015","3139212","Rock Solid Countertops","granite+countertops+kitchens","56","890","1.86","1.62","90.48","6.29"
"April 2015","3139212","Rock Solid Countertops","gray granite countertops","0","1","1.00","0.00","0.00","0.00"
"April 2015","3139212","Rock Solid Countertops","rock solid countertops","1","12","1.00","0.17","0.17","8.33"
"April 2015","3139214","Rolling Shield","accordion hurricane shutters","0","9","1.89","0.00","0.00","0.00"
"April 2015","3139214","Rolling Shield","best hurricane shutters","0","3","2.67","0.00","0.00","0.00"
"April 2015","3139214","Rolling Shield","hurricane shutters bonita springs","0","2","2.50","0.00","0.00","0.00"
"April 2015","3139214","Rolling Shield","hurricane shutters florida","71","992","2.89","4.09","290.43","7.16"
"April 2015","3139214","Rolling Shield","hurricane shutters fort myers","4","47","2.53","4.55","18.18","8.51"
"April 2015","3139214","Rolling Shield","hurricane shutters naples","3","14","3.14","5.11","15.34","21.43"
"April 2015","3139214","Rolling Shield","retractable awnings","4","34","1.97","2.76","11.02","11.76"
"April 2015","3139214","Rolling Shield","roll down hurricane shutters","2","26","1.62","4.80","9.59","7.69"
"April 2015","3139214","Rolling Shield","roll down shutter","2","15","1.13","3.98","7.95","13.33"
"April 2015","3139214","Rolling Shield","solar screens fort myers","1","5","1.40","1.21","1.21","20.00"
"April 2015","3139214","Rolling Shield","sunsetter awnings","3","33","2.88","2.56","7.67","9.09"
"April 2015","3139216","Stemic Marine","+aluminum +boat +dock","0","2","1.50","0.00","0.00","0.00"
"April 2015","3139216","Stemic Marine","+boat +dock +builder","0","2","2.50","0.00","0.00","0.00"
"April 2015","3139216","Stemic Marine","+boat +lift +manufacturer","0","4","1.00","0.00","0.00","0.00"
"April 2015","3139216","Stemic Marine","+sea +wall +construction","3","8","1.00","2.27","6.81","37.50"
"April 2015","3139216","Stemic Marine","+sea +wall +repair","1","11","1.00","2.86","2.86","9.09"
"April 2015","3139216","Stemic Marine","+seawall +construction","1","1","1.00","0.79","0.79","100.00"
"April 2015","3139216","Stemic Marine","+seawall +repair","1","1","1.00","1.93","1.93","100.00"
"April 2015","3139216","Stemic Marine","boat +lifts","0","39","1.95","0.00","0.00","0.00"
"April 2015","3139216","Stemic Marine","boat dock installation","0","2","1.00","0.00","0.00","0.00"
"April 2015","3139216","Stemic Marine","boat lifts","19","312","1.73","2.02","38.42","6.09"
"April 2015","3139216","Stemic Marine","quality boat lifts","0","8","1.00","0.00","0.00","0.00"
"April 2015","3139216","Stemic Marine","seawall construction","0","4","1.75","0.00","0.00","0.00"
"April 2015","3139216","Stemic Marine","seawall repair","0","12","1.83","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","+best +window +cleaning","0","2","1.00","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","+clean +windows","1","38","1.21","6.76","6.76","2.63"
"April 2015","3139218","Wipeout Window Cleaning 2","+fort +myers +pressure +washing","1","8","2.38","2.00","2.00","12.50"
"April 2015","3139218","Wipeout Window Cleaning 2","+pressure +cleaning fort myers","1","12","1.25","9.27","9.27","8.33"
"April 2015","3139218","Wipeout Window Cleaning 2","+pressure +cleaning naples","0","103","1.73","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","+window +cleaning +Bonita +springs","0","4","1.00","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","awning cleaning","0","2","1.00","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","best window washing","0","4","1.25","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","bonita window cleaning","1","43","1.74","1.44","1.44","2.33"
"April 2015","3139218","Wipeout Window Cleaning 2","building cleaning","0","4","1.00","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","clean windows","1","18","1.11","5.22","5.22","5.56"
"April 2015","3139218","Wipeout Window Cleaning 2","cleaning glass windows","0","6","1.17","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","cleaning house windows","0","9","1.33","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","commercial pressure washing","0","3","1.33","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","commercial window cleaning","1","4","1.00","5.52","5.52","25.00"
"April 2015","3139218","Wipeout Window Cleaning 2","deck pressure washing","1","44","3.27","6.19","6.19","2.27"
"April 2015","3139218","Wipeout Window Cleaning 2","driveway pressure washing","1","47","2.36","3.09","3.09","2.13"
"April 2015","3139218","Wipeout Window Cleaning 2","expert window cleaning","7","134","1.07","6.44","45.06","5.22"
"April 2015","3139218","Wipeout Window Cleaning 2","glass window cleaning","0","17","2.18","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","home pressure wash","10","432","2.54","7.25","72.52","2.31"
"April 2015","3139218","Wipeout Window Cleaning 2","home window cleaning","0","17","1.29","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","home window washer","0","14","1.14","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","home window washing","0","32","1.19","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","house window cleaning","0","5","1.20","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","Precision Window Cleaning","0","6","1.00","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","pressure cleaning","4","36","1.67","2.97","11.87","11.11"
"April 2015","3139218","Wipeout Window Cleaning 2","Pressure wash","3","83","1.63","4.41","13.23","3.61"
"April 2015","3139218","Wipeout Window Cleaning 2","Pressure washing naples","0","67","1.48","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","residential window washing","0","12","1.00","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","Window cleaning","5","70","1.86","4.23","21.14","7.14"
"April 2015","3139218","Wipeout Window Cleaning 2","Window cleaning Cape Coral","0","7","1.00","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","Window cleaning Naples","0","27","2.11","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","window cleaning pressure washing","0","10","1.50","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","Window washer","0","23","1.26","0.00","0.00","0.00"
"April 2015","3139218","Wipeout Window Cleaning 2","Window washing","3","57","1.02","6.55","19.65","5.26"
"April 2015","3139218","Wipeout Window Cleaning 2","window washing cleaning","1","3","1.67","6.47","6.47","33.33"
"April 2015","3139218","Wipeout Window Cleaning 2","windows cleaning","2","36","1.42","6.70","13.39","5.56"
"April 2015","3139218","Wipeout Window Cleaning 2","wipeout window cleaning","4","47","1.15","2.60","10.41","8.51"
"April 2015","3208534","Dr. Curcione","+Frozen +Shoulder","0","30","1.40","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","+hip +pain","0","96","2.47","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","+hip +problem","0","5","2.20","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","+joint +replacement +surgery","0","1","3.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","+knee +pain","1","304","2.26","4.86","4.86","0.33"
"April 2015","3208534","Dr. Curcione","+knee +problem","0","9","2.11","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","+knee +reconstruction","0","9","2.89","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","+Rotator +Cuff Problems","0","23","1.48","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","+sport +injuries","0","5","1.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","+sports +orthopedic","0","17","1.24","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","+weak +knee","0","3","1.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","anterior approach hip replacement","0","1","1.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","anterior hip replacement","0","11","1.45","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","dr Peter curcione","5","20","1.00","0.10","0.51","25.00"
"April 2015","3208534","Dr. Curcione","hip replacement","2","55","2.13","5.42","10.83","3.64"
"April 2015","3208534","Dr. Curcione","hip replacement surgeons","1","2","1.00","4.44","4.44","50.00"
"April 2015","3208534","Dr. Curcione","hip replacement surgery","0","25","2.40","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","knee replacement","0","71","3.97","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","knee resurfacing","0","2","3.50","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","knee surgery","1","41","2.41","4.25","4.25","2.44"
"April 2015","3208534","Dr. Curcione","minimally invasive hip replacement","0","1","4.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","orthopedic","4","131","1.67","1.85","7.41","3.05"
"April 2015","3208534","Dr. Curcione","Orthopedic Doctor","8","296","2.27","2.19","17.52","2.70"
"April 2015","3208534","Dr. Curcione","orthopedic doctors in cape coral fl","0","7","2.71","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","orthopedic doctors in fort myers florida","0","1","2.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","orthopedic doctors in lehigh acres fl","1","3","2.00","1.98","1.98","33.33"
"April 2015","3208534","Dr. Curcione","Orthopedic Specialists","5","85","1.69","1.60","8.02","5.88"
"April 2015","3208534","Dr. Curcione","orthopedic specialists cape coral florida","2","28","1.68","1.98","3.96","7.14"
"April 2015","3208534","Dr. Curcione","orthopedic specialists of sw fl","2","98","1.36","3.63","7.25","2.04"
"April 2015","3208534","Dr. Curcione","orthopedic surgeon","4","47","1.53","1.10","4.41","8.51"
"April 2015","3208534","Dr. Curcione","Orthopedic Surgeons","1","105","1.30","3.79","3.79","0.95"
"April 2015","3208534","Dr. Curcione","orthopedic surgeons fort myers","1","36","1.58","3.68","3.68","2.78"
"April 2015","3208534","Dr. Curcione","orthopedic surgeons fort myers florida","0","2","2.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","Orthopedic Surgery","0","26","1.92","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","orthopedic surgery cape coral","0","2","1.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","orthopedic surgery fort myers","0","2","1.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","Orthopedics","12","348","1.40","2.83","33.97","3.45"
"April 2015","3208534","Dr. Curcione","orthopedics cape coral","2","9","1.00","2.73","5.45","22.22"
"April 2015","3208534","Dr. Curcione","orthopedics fort myers","1","22","1.82","1.02","1.02","4.55"
"April 2015","3208534","Dr. Curcione","partial knee replacement","0","4","2.75","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","Rotator Cuff Surgery","0","15","1.20","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","Shoulder Pain","10","127","1.53","1.35","13.48","7.87"
"April 2015","3208534","Dr. Curcione","Shoulder Surgery","3","19","1.37","2.78","8.34","15.79"
"April 2015","3208534","Dr. Curcione","Sports Orthopedic","0","6","1.00","0.00","0.00","0.00"
"April 2015","3208534","Dr. Curcione","total hip replacement","0","5","1.60","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","arthritis of the knee","3","43","1.58","3.12","9.35","6.98"
"April 2015","3311029","Physicians Rehabilitation","back & neck pain","0","3","1.00","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","back pain","7","253","1.91","3.43","23.99","2.77"
"April 2015","3311029","Physicians Rehabilitation","backpain","0","27","1.26","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","decompression therapy","0","1","1.00","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","decompression therapy for pain","4","33","2.58","6.24","24.94","12.12"
"April 2015","3311029","Physicians Rehabilitation","injections for knee pain","4","19","1.11","3.73","14.91","21.05"
"April 2015","3311029","Physicians Rehabilitation","injections for the knee","5","47","1.94","4.39","21.94","10.64"
"April 2015","3311029","Physicians Rehabilitation","knee arthritis","3","33","1.58","2.88","8.63","9.09"
"April 2015","3311029","Physicians Rehabilitation","knee injections","1","27","2.56","3.09","3.09","3.70"
"April 2015","3311029","Physicians Rehabilitation","knee osteoarthritis","0","10","1.40","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","knee problems","1","18","2.00","3.58","3.58","5.56"
"April 2015","3311029","Physicians Rehabilitation","knee replacement","9","283","2.84","7.13","64.19","3.18"
"April 2015","3311029","Physicians Rehabilitation","knee replacement alternative","0","1","2.00","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","knee surgery","4","97","2.65","3.08","12.33","4.12"
"April 2015","3311029","Physicians Rehabilitation","low back pain","1","36","1.94","5.28","5.28","2.78"
"April 2015","3311029","Physicians Rehabilitation","lower back pain","4","94","1.66","4.21","16.84","4.26"
"April 2015","3311029","Physicians Rehabilitation","medicare knee","0","1","3.00","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","my back hurts","0","4","1.00","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","naples spinal decompression","2","5","1.00","2.43","4.86","40.00"
"April 2015","3311029","Physicians Rehabilitation","neck pain","2","57","1.68","6.08","12.15","3.51"
"April 2015","3311029","Physicians Rehabilitation","neck pain decompression","5","43","1.81","4.39","21.96","11.63"
"April 2015","3311029","Physicians Rehabilitation","neck pain relief","0","2","2.00","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","osteoarthritis of the knee","1","16","1.56","0.45","0.45","6.25"
"April 2015","3311029","Physicians Rehabilitation","pain in back","0","37","1.51","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","physicians rehab","1","3","1.33","0.64","0.64","33.33"
"April 2015","3311029","Physicians Rehabilitation","physicians rehabilitation","7","32","2.13","0.72","5.06","21.88"
"April 2015","3311029","Physicians Rehabilitation","physicians rehabilitation fort myers","1","1","1.00","0.56","0.56","100.00"
"April 2015","3311029","Physicians Rehabilitation","spinal decompression","0","3","1.33","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","spinal decompression naples fl","0","1","2.00","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","spinal decompression therapy","2","3","1.00","5.45","10.90","66.67"
"April 2015","3311029","Physicians Rehabilitation","spinal decompression therapy naples fl","2","28","1.86","4.30","8.59","7.14"
"April 2015","3311029","Physicians Rehabilitation","treatment for knee pain","0","1","1.00","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","vax d fort myers","1","2","1.00","0.62","0.62","50.00"
"April 2015","3311029","Physicians Rehabilitation","vax d fort myers fl","0","1","1.00","0.00","0.00","0.00"
"April 2015","3311029","Physicians Rehabilitation","vax d spinal decompression","1","5","1.20","3.37","3.37","20.00"
"April 2015","3311029","Physicians Rehabilitation","vax-d","3","8","1.25","3.52","10.56","37.50"
"April 2015","36000075","Z - Hearing Ad Centers of SWFL","+hearing +aids","5","36","1.56","7.31","36.55","13.89"
"April 2015","36000075","Z - Hearing Ad Centers of SWFL","+phonak +hearing +aid","0","4","4.00","0.00","0.00","0.00"
"April 2015","36000075","Z - Hearing Ad Centers of SWFL","+resound +hearing +aid","0","4","1.00","0.00","0.00","0.00"
"April 2015","36000075","Z - Hearing Ad Centers of SWFL","oticon hearing aids","1","2","1.00","8.46","8.46","50.00"
"April 2015","36000133","Kalea Bay","+kalea +bay +condos","2","2","1.00","0.49","0.98","100.00"
"April 2015","36000133","Kalea Bay","+naples +condos","232","3910","1.34","3.61","836.77","5.93"
"April 2015","36000133","Kalea Bay","+waterfront +luxury +condos","5","44","1.00","2.36","11.81","11.36"
"April 2015","36000133","Kalea Bay","kalea bay","143","255","1.00","0.59","84.53","56.08"
"April 2015","36000133","Kalea Bay","luxury condo naples florida","0","9","1.00","0.00","0.00","0.00"
"April 2015","36000133","Kalea Bay","moraya bay","8","53","1.08","2.93","23.44","15.09"
"April 2015","36000133","Kalea Bay","naples +condo +beach access","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000133","Kalea Bay","naples +tennis resort","0","5","2.60","0.00","0.00","0.00"
"April 2015","36000133","Kalea Bay","naples florida waterfront condos","2","11","1.00","2.54","5.08","18.18"
"April 2015","36000133","Kalea Bay","naples waterfront condos","2","9","1.00","2.22","4.43","22.22"
"April 2015","36000133","Kalea Bay","new waterfront condos","2","10","1.10","2.53","5.06","20.00"
"April 2015","36000133","Kalea Bay","the dunes","7","1064","2.80","4.49","31.40","0.66"
"April 2015","36000133","Kalea Bay","waterfront condos","151","1717","1.12","2.76","416.86","8.79"
"April 2015","36000603","Don Mathews","BP Claims","3","36","1.44","1.97","5.90","8.33"
"April 2015","36000603","Don Mathews","bp claims deadline","1","35","1.54","2.03","2.03","2.86"
"April 2015","36000603","Don Mathews","bp oil claims","1","1","1.00","6.14","6.14","100.00"
"April 2015","36000603","Don Mathews","BP Oil Spill","6","100","1.80","3.26","19.53","6.00"
"April 2015","36000603","Don Mathews","bp oil spill claim","0","8","1.13","0.00","0.00","0.00"
"April 2015","36000603","Don Mathews","bp oil spill claims","3","13","1.46","3.02","9.05","23.08"
"April 2015","36000603","Don Mathews","bp oil spill claims deadline","0","1","2.00","0.00","0.00","0.00"
"April 2015","36000603","Don Mathews","bp oil spill settlement","0","3","1.33","0.00","0.00","0.00"
"April 2015","36000603","Don Mathews","BP Settlement","3","23","2.04","1.70","5.11","13.04"
"April 2015","36000603","Don Mathews","Oil Spill Settlement","0","7","2.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","+electrical & +lighting","1","19","1.32","2.81","2.81","5.26"
"April 2015","36000682","World Electric Supply","+tampa +electric +supply","0","5","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","american electrical supply","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","commercial electric supplies","2","54","1.74","1.39","2.78","3.70"
"April 2015","36000682","World Electric Supply","commercial led lighting","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","Consolidated Electrical","3","6","1.00","2.29","6.87","50.00"
"April 2015","36000682","World Electric Supply","electric lighting supplies","2","117","1.97","6.32","12.63","1.71"
"April 2015","36000682","World Electric Supply","electric supplies","0","6","1.50","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electric supply","0","8","1.13","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electric supply companies","0","16","2.06","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electric supply florida","1","15","1.53","3.95","3.95","6.67"
"April 2015","36000682","World Electric Supply","electrical and supply","15","226","1.57","4.66","69.84","6.64"
"April 2015","36000682","World Electric Supply","electrical breaker boxes","0","2","1.50","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical distributor","1","2","1.00","1.73","1.73","50.00"
"April 2015","36000682","World Electric Supply","electrical distributors inc","0","2","2.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical lighting wholesalers","0","10","3.20","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical products distributors","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supplies","0","14","3.36","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supplies company","0","2","1.50","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supplies distributors","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supplies florida","0","32","2.63","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supplies sarasota fl","3","33","1.06","3.99","11.96","9.09"
"April 2015","36000682","World Electric Supply","electrical supply","0","2","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supply co","1","2","1.00","4.16","4.16","50.00"
"April 2015","36000682","World Electric Supply","electrical supply companies","1","9","1.00","3.18","3.18","11.11"
"April 2015","36000682","World Electric Supply","electrical supply distributors","4","56","1.21","3.45","13.81","7.14"
"April 2015","36000682","World Electric Supply","electrical supply fort lauderdale","1","3","1.00","1.45","1.45","33.33"
"April 2015","36000682","World Electric Supply","electrical supply gainesville","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supply industrial","10","98","1.08","5.02","50.24","10.20"
"April 2015","36000682","World Electric Supply","electrical supply industry","0","8","1.50","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supply Jacksonville","0","3","1.33","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supply orlando fl","5","70","1.17","3.79","18.96","7.14"
"April 2015","36000682","World Electric Supply","electrical supply port charlotte","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supply st petersburg","0","3","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical supply wholesalers","1","16","2.19","5.89","5.89","6.25"
"April 2015","36000682","World Electric Supply","electrical tools and supplies","0","6","2.67","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","electrical wholesaler","0","1","2.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","florida electrical","1","38","2.45","0.54","0.54","2.63"
"April 2015","36000682","World Electric Supply","florida electrical supply","5","116","1.12","5.18","25.91","4.31"
"April 2015","36000682","World Electric Supply","florida led lighting","0","5","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","florida solar incentives","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","florida solar rebates","0","3","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","general electric supply company","2","45","2.04","5.00","10.00","4.44"
"April 2015","36000682","World Electric Supply","graybar catalog","1","6","1.00","3.36","3.36","16.67"
"April 2015","36000682","World Electric Supply","graybar.com","0","3","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","high voltage transformer","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","international electrical supply","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","jacksonville electric supplies","0","6","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","led parking lot lighting","0","5","2.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","light distributors","0","2","4.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","lighting electrical supplies","4","42","3.31","4.65","18.59","9.52"
"April 2015","36000682","World Electric Supply","lighting electrical supply","0","11","2.91","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","Mayer Electric","1","4","1.00","1.17","1.17","25.00"
"April 2015","36000682","World Electric Supply","Mercedes Electric","0","5","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","miami +electrical +supply","0","1","2.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","orlando electrical supply","0","2","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","power transformer","0","11","1.09","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","rexel electric","1","3","1.00","0.72","0.72","33.33"
"April 2015","36000682","World Electric Supply","rexel electrical supply locations","9","39","1.03","2.96","26.68","23.08"
"April 2015","36000682","World Electric Supply","shop electrical supplies","0","21","1.62","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","square d","3","51","1.35","1.46","4.37","5.88"
"April 2015","36000682","World Electric Supply","square d circuit breakers","2","11","1.45","5.16","10.31","18.18"
"April 2015","36000682","World Electric Supply","tampa electrical","7","215","1.02","2.98","20.87","3.26"
"April 2015","36000682","World Electric Supply","universal ballasts","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","wholesale electric supply","0","13","1.85","0.00","0.00","0.00"
"April 2015","36000682","World Electric Supply","world electric supply","2","7","1.71","0.30","0.59","28.57"
"April 2015","36000983","GCO Eyes","+vision care","1","317","2.41","5.50","5.50","0.32"
"April 2015","36000983","GCO Eyes","america's best eye care","0","3","3.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","America's best eye glasses","0","113","2.63","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","best optometrist orlando","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","eye +exams","7","160","1.65","10.51","73.59","4.38"
"April 2015","36000983","GCO Eyes","eye +exams +orlando florida","0","23","1.17","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","eye doctors orlando fl","1","34","1.76","10.46","10.46","2.94"
"April 2015","36000983","GCO Eyes","eye doctors tampa fl","9","48","1.21","6.38","57.44","18.75"
"April 2015","36000983","GCO Eyes","eye exam in orlando","1","13","1.46","11.24","11.24","7.69"
"April 2015","36000983","GCO Eyes","eye exam in tampa","0","8","1.50","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","eye exams in orlando fl","0","6","1.83","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","eye exams in orlando florida","0","1","2.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","eye exams in tampa fl","1","11","1.27","5.79","5.79","9.09"
"April 2015","36000983","GCO Eyes","eye exams in tampa florida","0","13","1.69","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","eye exams optometrist","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","eye exams orlando","0","2","2.50","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","eye exams tampa","0","7","1.57","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","eyeglass world","19","311","1.15","3.06","58.11","6.11"
"April 2015","36000983","GCO Eyes","eyeglass world orlando","1","12","1.17","1.30","1.30","8.33"
"April 2015","36000983","GCO Eyes","eyeglass world tampa","0","8","1.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","gcoeyes","1","26","1.27","3.66","3.66","3.85"
"April 2015","36000983","GCO Eyes","gulfcoast optometry","0","4","1.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","optician orlando fl","0","4","1.25","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","optician tampa fl","0","3","1.67","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","opticians in tampa","0","2","2.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","optometrist","6","304","1.23","4.71","28.28","1.97"
"April 2015","36000983","GCO Eyes","optometry & optical center orlando","0","7","1.43","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","optometry & optical center tampa","0","3","2.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","vision +exams","2","61","1.42","7.96","15.91","3.28"
"April 2015","36000983","GCO Eyes","vision care orlando","0","1","1.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","vision care tampa","0","3","1.00","0.00","0.00","0.00"
"April 2015","36000983","GCO Eyes","vision exams","1","8","1.25","7.72","7.72","12.50"
